customer_id,group,revenue_pre_w1,revenue_pre_w2,revenue_pre_w3,revenue_post,engagement_score_pre_w1,engagement_score_pre_w2,engagement_score_pre_w3,engagement_score_post,support_tickets_pre_w1,support_tickets_pre_w2,support_tickets_pre_w3,support_tickets_post,customer_churned,new_customer,region,device_type
CUST_000145,Control,29.51,42.96,36.63,50.57,45.97,44.16,65.44,66.73,0.0,5.03,0.63,2.08,0,0,East,Mobile
CUST_006273,Treatment,207.47,223.64,241.83,244.04,48.0,63.31,62.68,55.07,1.15,0.0,1.35,4.28,0,1,West,Tablet
CUST_008062,Treatment,32.34,33.62,26.95,30.33,35.59,53.3,50.15,53.66,6.15,3.49,3.53,4.01,0,0,West,Desktop
CUST_006144,Treatment,1.75,24.88,10.37,7.69,43.89,64.59,44.25,46.14,5.57,7.38,5.14,5.34,0,0,West,Mobile
CUST_002621,Control,21.0,0.27,6.89,0.0,58.15,77.2,54.08,53.12,9.98,8.1,7.4,2.04,0,0,West,Tablet
CUST_004915,Control,10.06,13.08,16.04,20.09,57.46,50.66,59.31,57.4,3.58,1.68,3.64,5.2,0,0,South,Mobile
CUST_005995,Treatment,48.24,47.39,41.41,48.18,44.31,52.8,40.02,50.0,2.56,1.04,1.3,3.05,0,1,South,Mobile
CUST_009648,Treatment,83.82,93.43,90.31,96.74,34.57,53.08,52.22,50.83,11.06,8.5,4.06,3.94,0,0,West,Desktop
CUST_004972,Control,0.0,18.65,21.57,13.06,60.94,47.92,47.14,49.03,2.76,5.51,4.39,0.04,0,0,East,Desktop
CUST_002771,Control,46.55,45.81,42.3,29.7,77.91,50.65,56.72,55.39,5.75,6.73,3.99,2.86,1,1,South,Mobile
CUST_004890,Control,6.2,15.69,15.5,9.84,54.12,52.03,64.52,60.89,3.62,3.03,1.15,2.89,1,0,West,Mobile
CUST_007323,Treatment,84.45,102.67,102.37,100.15,62.25,33.1,46.0,41.63,7.72,6.44,5.98,3.34,1,0,North,Desktop
CUST_007506,Treatment,44.0,27.17,24.88,33.36,57.41,56.06,54.0,45.23,0.27,0.1,0.89,0.76,0,0,West,Desktop
CUST_000989,Control,54.28,61.6,59.84,47.87,63.76,53.23,58.63,54.34,4.71,1.33,0.57,3.39,0,0,East,Mobile
CUST_009425,Treatment,10.3,15.25,19.01,20.91,64.21,49.66,46.08,43.98,1.81,2.75,2.97,2.89,0,0,East,Tablet
CUST_004481,Control,53.81,59.51,44.94,40.5,51.05,46.14,50.73,54.21,2.11,0.05,2.17,2.01,1,0,North,Desktop
CUST_007978,Treatment,10.17,0.47,15.61,14.06,55.71,35.63,64.34,61.64,7.38,6.9,6.54,7.01,0,0,South,Desktop
CUST_003851,Control,32.07,38.25,32.58,27.2,43.82,55.28,35.82,35.01,0.0,1.39,0.0,0.0,0,1,East,Desktop
CUST_006223,Treatment,44.96,59.73,66.05,49.86,63.8,49.35,54.04,50.36,3.41,2.48,0.0,0.55,1,0,West,Desktop
CUST_006685,Treatment,7.94,17.46,9.83,10.07,56.98,58.63,50.26,57.32,0.16,2.37,2.2,3.73,0,1,South,Mobile
CUST_003566,Control,102.35,115.07,110.43,126.87,29.18,64.31,46.68,47.42,0.0,0.58,3.0,2.23,1,0,West,Desktop
CUST_006504,Treatment,65.71,52.88,57.52,68.91,48.57,58.16,63.49,71.08,1.42,6.31,6.81,4.12,1,0,East,Mobile
CUST_003888,Control,23.19,18.25,23.88,6.82,49.64,52.71,62.87,67.34,4.31,2.71,5.12,4.5,0,0,East,Desktop
CUST_003297,Control,43.76,52.04,32.85,44.42,46.77,58.84,55.81,55.58,2.92,3.39,6.76,2.82,0,0,North,Desktop
CUST_004404,Control,32.05,37.34,33.88,32.73,56.3,52.34,42.87,45.48,0.0,0.0,0.52,1.33,0,0,East,Desktop
CUST_003462,Control,39.62,33.81,54.29,47.64,49.11,47.82,38.96,36.59,1.11,0.92,1.81,0.0,0,0,West,Mobile
CUST_004910,Control,38.33,33.22,53.73,48.23,26.99,44.52,60.76,55.34,7.31,7.25,5.87,5.37,0,0,South,Mobile
CUST_004138,Control,33.71,45.91,24.01,47.0,64.28,50.6,34.65,42.65,1.51,3.67,5.05,0.0,0,0,South,Mobile
CUST_008698,Treatment,18.82,26.85,46.99,33.37,64.61,77.87,59.99,56.88,2.65,3.83,6.69,4.58,0,0,South,Desktop
CUST_007957,Treatment,34.75,21.35,26.46,28.16,50.31,50.55,60.09,51.16,3.37,3.63,4.14,3.33,0,0,North,Mobile
CUST_008778,Treatment,73.48,66.95,77.9,86.79,49.26,51.05,49.15,46.63,9.28,5.36,5.65,3.49,0,1,North,Desktop
CUST_008029,Treatment,120.72,128.36,130.13,154.42,47.14,47.39,45.3,43.11,7.65,6.47,5.9,6.92,0,0,South,Tablet
CUST_004795,Control,71.62,85.94,79.91,88.71,44.72,41.98,45.56,50.95,5.59,2.88,5.99,0.93,0,0,West,Tablet
CUST_000726,Control,37.2,34.39,27.39,48.18,40.05,61.15,56.64,60.23,4.92,1.77,3.39,0.25,0,0,North,Tablet
CUST_006064,Treatment,58.45,56.79,47.03,65.44,32.15,49.92,32.21,30.1,3.27,1.15,0.83,3.31,0,1,East,Mobile
CUST_002052,Control,286.32,317.03,327.62,348.12,51.37,51.8,34.39,34.27,6.74,7.37,2.14,4.85,0,1,North,Mobile
CUST_005784,Treatment,34.57,39.04,54.72,57.84,45.64,49.69,53.77,52.05,2.58,4.67,0.74,0.77,0,0,North,Mobile
CUST_004312,Control,3.9,15.44,20.55,22.45,47.07,50.44,62.55,65.96,1.9,0.44,0.0,2.35,0,1,South,Mobile
CUST_002147,Control,16.34,11.61,3.49,0.0,35.05,44.9,60.33,61.98,3.08,2.77,2.0,0.33,0,0,East,Desktop
CUST_002697,Control,8.13,17.47,14.08,24.19,63.0,56.68,30.53,34.07,2.19,2.28,0.0,1.5,0,0,West,Desktop
CUST_002483,Control,36.67,26.62,26.98,31.48,38.47,59.53,51.6,47.25,8.88,8.4,8.59,6.41,0,0,East,Desktop
CUST_001371,Control,43.62,60.85,44.48,41.87,48.57,63.23,59.33,57.47,7.9,3.29,5.74,3.38,0,0,East,Desktop
CUST_001567,Control,28.29,41.59,33.28,41.52,52.51,46.96,42.6,38.42,5.36,5.57,5.9,1.24,0,0,East,Tablet
CUST_007417,Treatment,22.5,9.03,37.32,36.38,50.45,51.07,54.43,64.29,7.57,5.24,3.16,5.42,1,0,North,Mobile
CUST_009959,Treatment,78.11,81.68,74.4,94.94,41.7,51.19,62.59,59.24,6.82,3.68,5.44,5.07,0,0,North,Tablet
CUST_001517,Control,0.0,8.09,19.58,15.82,52.81,56.54,37.79,42.33,3.73,5.55,6.52,7.33,0,0,South,Desktop
CUST_006845,Treatment,8.54,13.77,10.75,0.0,43.84,28.81,46.34,42.44,2.18,4.7,3.35,3.05,0,0,North,Mobile
CUST_005863,Treatment,27.41,37.55,35.33,35.4,46.82,45.2,54.55,55.64,4.0,4.02,3.99,4.26,0,1,West,Mobile
CUST_003628,Control,66.89,47.87,61.13,59.73,33.86,48.25,49.79,42.38,9.17,6.74,8.15,8.92,0,0,South,Mobile
CUST_003309,Control,28.01,23.78,38.54,31.75,65.87,57.27,55.38,62.0,3.75,3.43,2.86,4.09,0,1,North,Mobile
CUST_003732,Control,83.05,89.31,77.81,86.22,47.14,43.77,48.67,46.59,0.0,2.01,2.34,0.0,0,0,East,Tablet
CUST_001038,Control,67.38,56.84,73.65,76.14,39.69,51.0,54.86,49.93,6.78,8.71,5.26,7.95,0,0,South,Mobile
CUST_002438,Control,29.14,24.12,37.14,22.61,49.89,38.37,56.57,57.05,0.79,3.06,1.9,3.38,0,0,South,Tablet
CUST_003000,Control,60.09,60.76,60.59,77.83,49.55,43.83,53.54,58.39,4.64,4.6,7.03,0.95,0,0,East,Mobile
CUST_001511,Control,115.77,120.94,131.87,143.22,38.03,49.27,41.65,41.87,2.65,3.05,2.15,3.58,0,0,West,Desktop
CUST_000412,Control,26.36,26.71,27.06,29.12,57.26,44.18,41.05,45.81,3.87,3.93,4.56,1.89,0,0,West,Mobile
CUST_008957,Treatment,49.24,42.49,43.97,36.27,49.81,55.82,44.33,42.13,4.62,2.44,1.46,2.44,0,0,North,Desktop
CUST_007775,Treatment,8.59,16.08,9.71,22.46,46.71,36.88,39.95,40.33,3.36,2.05,0.65,1.01,0,0,North,Desktop
CUST_003260,Control,38.93,19.5,19.32,26.94,43.67,49.55,36.42,40.19,5.48,4.5,3.81,5.48,0,0,East,Desktop
CUST_005393,Treatment,135.54,164.74,161.63,184.6,48.78,36.13,37.85,39.73,6.08,4.54,3.19,4.89,0,0,East,Tablet
CUST_001318,Control,92.03,90.46,107.14,101.23,60.85,68.55,58.75,51.55,1.81,5.97,3.13,2.17,0,0,South,Tablet
CUST_007572,Treatment,16.14,5.71,13.34,23.25,33.19,36.64,47.41,41.91,5.9,6.72,3.41,6.39,0,0,South,Mobile
CUST_003070,Control,45.8,52.13,29.75,47.3,55.5,46.72,51.23,53.02,2.04,0.01,2.94,3.53,0,0,South,Desktop
CUST_006646,Treatment,17.14,34.62,37.32,37.0,70.07,47.77,55.85,52.29,6.99,5.06,4.69,2.81,0,0,South,Mobile
CUST_004672,Control,39.85,37.45,27.49,24.6,44.3,33.64,51.6,53.4,1.88,2.37,1.03,2.79,1,0,East,Mobile
CUST_007988,Treatment,29.19,40.31,39.19,35.52,71.05,49.7,48.79,45.71,5.51,4.24,3.21,2.06,1,0,South,Tablet
CUST_004855,Control,207.58,215.17,224.28,243.24,58.43,57.8,60.04,74.66,6.4,3.91,9.18,4.54,0,0,North,Mobile
CUST_004891,Control,38.65,16.99,41.37,30.78,57.54,49.92,59.32,53.37,1.94,5.23,3.93,3.32,0,0,East,Mobile
CUST_008218,Treatment,7.59,17.4,8.45,31.09,34.74,43.38,55.61,53.69,5.85,6.38,4.0,1.55,0,1,North,Tablet
CUST_003393,Control,25.15,27.15,25.66,25.94,51.97,42.75,47.29,47.73,2.3,0.97,3.53,1.77,0,1,North,Mobile
CUST_005223,Treatment,2.18,17.77,32.73,30.07,50.95,43.05,64.48,68.28,2.8,2.61,1.91,2.72,0,1,South,Desktop
CUST_007674,Treatment,30.94,8.76,10.46,12.97,36.88,46.84,52.76,55.48,2.16,1.09,1.6,3.48,0,0,South,Mobile
CUST_000506,Control,734.11,753.79,806.83,847.14,52.12,65.21,35.77,44.3,5.76,3.58,6.96,4.22,0,0,North,Mobile
CUST_001561,Control,28.17,21.25,33.73,21.8,49.04,61.1,53.32,52.03,9.14,7.68,4.83,5.01,0,0,South,Mobile
CUST_007539,Treatment,0.0,13.72,20.34,10.9,48.82,45.89,53.48,50.5,1.89,1.82,2.79,0.8,0,0,South,Mobile
CUST_006611,Treatment,14.65,10.72,11.55,15.05,51.91,63.49,40.9,46.3,5.95,5.1,5.2,3.44,0,1,South,Desktop
CUST_007617,Treatment,30.82,29.6,52.82,40.92,35.09,57.29,50.06,50.39,2.81,1.74,1.28,1.71,0,0,West,Desktop
CUST_006405,Treatment,7.86,7.45,23.63,10.48,27.63,18.88,62.4,56.47,4.89,7.46,4.09,3.18,0,0,South,Desktop
CUST_008803,Treatment,36.14,33.05,33.96,32.92,60.26,57.67,50.15,51.84,5.07,5.65,5.22,5.08,0,0,North,Desktop
CUST_001121,Control,42.48,47.36,51.16,51.5,37.05,41.98,63.49,55.95,5.35,3.34,3.17,4.63,1,0,West,Tablet
CUST_009757,Treatment,13.59,25.8,21.67,17.28,48.31,64.48,69.56,71.65,1.4,3.11,2.82,0.74,0,0,South,Mobile
CUST_004683,Control,46.83,68.9,62.85,80.2,65.98,63.36,34.17,26.94,0.98,2.57,2.78,0.47,1,0,South,Mobile
CUST_004708,Control,4.93,11.6,39.06,19.13,55.12,37.32,46.78,46.37,3.77,5.47,1.95,3.45,0,0,South,Desktop
CUST_007283,Treatment,6.56,19.99,12.56,36.2,69.33,44.91,42.05,46.38,1.56,2.23,4.71,0.43,0,1,West,Mobile
CUST_006570,Treatment,33.72,33.58,46.69,42.29,48.8,53.74,60.74,66.32,3.1,4.02,0.56,2.36,0,0,South,Desktop
CUST_003942,Control,30.31,24.96,26.36,45.71,59.11,48.63,47.95,44.07,0.01,4.14,0.52,0.72,1,1,South,Mobile
CUST_002738,Control,131.42,154.25,136.62,149.61,31.89,44.8,59.31,63.03,0.0,0.0,0.67,0.0,0,0,West,Desktop
CUST_005632,Treatment,46.41,34.4,45.68,45.2,40.36,31.69,47.58,39.68,0.0,1.92,3.05,2.2,0,0,South,Tablet
CUST_008541,Treatment,48.63,53.68,55.5,45.71,43.9,34.81,50.79,58.05,0.0,1.09,0.0,2.92,0,0,North,Mobile
CUST_004982,Control,29.14,26.81,15.07,28.49,69.61,45.09,60.14,72.1,1.64,4.92,3.25,0.28,0,1,South,Desktop
CUST_009916,Treatment,141.26,149.24,153.06,164.02,46.47,71.11,48.3,41.77,0.0,1.39,0.0,2.52,0,0,South,Tablet
CUST_004879,Control,29.55,47.67,35.7,47.65,66.83,53.88,41.5,55.12,7.57,2.92,6.83,4.92,0,0,South,Mobile
CUST_002518,Control,52.36,45.22,53.99,53.26,49.72,53.26,53.81,45.5,4.27,6.79,5.07,3.1,0,0,North,Desktop
CUST_007190,Treatment,14.98,21.0,28.61,13.38,51.02,51.5,54.98,50.02,9.25,5.4,8.29,8.19,0,0,North,Mobile
CUST_002549,Control,6.45,18.07,3.33,31.72,50.52,64.68,55.56,53.86,4.47,3.64,3.26,3.17,1,0,West,Mobile
CUST_008854,Treatment,162.2,145.96,166.62,181.48,57.76,52.35,42.32,42.92,0.72,3.14,4.73,2.61,0,0,West,Mobile
CUST_006554,Treatment,39.09,22.07,40.86,41.83,71.99,44.4,48.77,48.87,3.05,2.74,3.99,0.52,0,0,South,Desktop
CUST_000409,Control,60.81,55.6,53.96,54.8,46.08,48.2,71.75,72.96,5.49,7.05,1.54,2.05,0,1,East,Mobile
CUST_003392,Control,64.2,45.82,60.1,77.3,76.3,68.58,58.89,69.27,4.75,2.08,1.75,1.81,0,0,East,Mobile
CUST_008357,Treatment,31.33,31.08,26.57,26.26,40.04,56.6,71.53,77.02,7.36,8.44,5.42,5.57,1,1,East,Desktop
CUST_002292,Control,33.23,19.88,22.33,24.22,51.76,59.13,52.81,50.05,3.07,4.84,2.01,5.78,0,0,East,Desktop
CUST_002337,Control,12.25,24.51,19.6,19.14,38.68,49.25,33.3,37.63,3.07,4.01,5.96,0.0,1,0,West,Desktop
CUST_007823,Treatment,27.74,15.1,22.07,18.13,44.68,64.88,56.51,53.79,6.05,4.29,1.9,2.52,0,0,West,Desktop
CUST_006069,Treatment,27.07,44.2,44.85,40.39,57.31,34.75,65.24,61.67,1.97,0.64,1.14,0.75,1,0,West,Desktop
CUST_005819,Treatment,32.53,21.0,37.45,41.92,32.81,50.8,46.39,47.59,3.69,5.8,4.77,5.05,0,0,South,Mobile
CUST_005282,Treatment,312.1,308.18,326.77,347.87,34.6,51.67,51.58,55.16,6.07,4.12,3.92,7.0,0,0,North,Mobile
CUST_003771,Control,94.5,100.58,95.2,111.59,54.85,52.6,64.86,61.07,2.14,0.0,3.04,0.0,1,0,West,Mobile
CUST_007236,Treatment,30.77,5.78,24.53,28.84,48.24,44.35,61.56,59.64,3.81,4.63,3.14,3.25,0,0,East,Desktop
CUST_005964,Treatment,39.73,42.85,50.02,53.82,49.05,57.68,49.29,50.95,2.39,2.64,4.4,3.82,0,0,North,Desktop
CUST_005851,Treatment,97.5,96.27,95.26,100.62,43.06,47.93,52.3,58.09,8.28,8.44,7.91,6.15,0,0,West,Desktop
CUST_007471,Treatment,84.02,87.69,84.83,91.84,48.37,40.24,50.64,39.54,3.45,2.74,2.99,0.95,0,1,South,Mobile
CUST_005062,Treatment,60.79,68.02,67.59,77.59,43.34,64.01,55.79,50.12,2.35,2.73,2.36,0.16,0,0,East,Desktop
CUST_002861,Control,38.82,36.14,44.17,37.63,67.34,50.56,43.22,50.59,1.71,0.94,0.0,0.0,0,0,North,Desktop
CUST_002364,Control,108.16,117.77,110.94,118.45,31.67,44.41,47.72,45.14,3.97,4.13,0.13,0.89,0,0,North,Desktop
CUST_004625,Control,26.8,37.95,25.8,26.66,53.32,52.66,44.53,49.29,2.38,4.32,5.74,3.26,0,0,West,Mobile
CUST_007322,Treatment,90.66,82.04,85.91,89.02,55.73,55.98,44.31,41.28,0.99,0.33,0.0,0.0,0,0,South,Desktop
CUST_006065,Treatment,0.0,0.48,9.79,0.0,33.69,57.82,54.97,58.08,4.86,1.37,2.62,2.05,0,0,North,Mobile
CUST_004124,Control,21.72,48.54,54.93,56.5,30.64,39.14,48.99,49.0,2.01,1.48,3.59,3.2,0,1,South,Desktop
CUST_000275,Control,25.8,21.5,35.27,40.73,39.77,48.05,43.55,41.41,4.34,4.99,3.96,5.69,0,0,West,Mobile
CUST_007999,Treatment,9.43,6.22,4.03,1.52,63.01,48.0,56.31,60.3,4.67,5.07,6.79,5.16,0,1,West,Desktop
CUST_006277,Treatment,0.0,0.0,6.37,0.0,47.05,49.88,37.45,49.97,3.59,2.57,0.3,3.36,0,0,East,Desktop
CUST_007814,Treatment,54.93,36.29,59.98,48.99,60.92,42.45,40.46,40.65,1.44,4.65,3.07,2.27,0,0,West,Mobile
CUST_006399,Treatment,105.74,109.98,120.46,134.13,57.98,54.13,62.3,55.52,1.84,3.15,2.29,1.5,0,1,West,Mobile
CUST_003383,Control,0.0,1.05,0.0,3.16,44.31,46.0,39.95,40.12,0.0,2.11,1.22,1.82,0,1,South,Mobile
CUST_006734,Treatment,3.27,12.77,16.96,7.21,49.14,49.82,56.18,52.64,11.25,10.24,10.47,10.38,0,1,West,Tablet
CUST_009276,Treatment,77.47,81.18,73.63,90.66,51.05,46.76,50.67,55.69,3.96,4.91,5.8,2.01,0,0,West,Tablet
CUST_003705,Control,64.53,53.13,63.94,56.54,46.32,55.8,48.28,47.84,8.93,5.77,2.57,4.85,0,0,North,Desktop
CUST_000586,Control,25.07,35.15,28.45,18.13,47.69,55.43,43.74,44.6,7.4,8.62,9.77,8.23,0,1,East,Desktop
CUST_000838,Control,23.9,4.24,11.94,28.51,36.77,60.1,45.67,40.74,7.47,5.1,4.58,6.75,0,0,East,Mobile
CUST_004807,Control,194.64,205.34,210.0,212.26,44.7,51.44,59.31,57.94,3.56,5.33,3.3,0.85,0,0,North,Mobile
CUST_004400,Control,7.52,12.77,9.84,1.5,55.58,44.74,60.37,61.17,3.44,5.55,5.79,1.94,0,0,South,Mobile
CUST_002616,Control,19.32,29.92,29.35,35.08,32.74,57.31,52.73,53.36,5.95,4.57,3.85,3.89,0,1,West,Desktop
CUST_005347,Treatment,44.76,49.05,47.71,45.53,48.84,48.98,50.86,52.91,1.73,6.17,2.78,1.08,0,0,South,Desktop
CUST_007244,Treatment,71.22,67.97,55.3,76.56,39.42,55.27,54.14,53.01,4.52,5.69,4.32,2.65,0,0,East,Desktop
CUST_001554,Control,48.88,51.68,59.92,57.75,54.62,46.06,49.28,58.07,6.82,6.89,7.29,4.96,0,0,North,Desktop
CUST_000817,Control,31.3,26.97,27.56,24.64,52.29,51.18,43.99,42.64,6.17,3.22,1.9,4.57,0,0,North,Desktop
CUST_000303,Control,41.69,19.86,36.16,27.26,56.46,42.81,47.65,45.54,1.22,0.55,0.91,1.25,0,0,North,Desktop
CUST_002620,Control,10.54,16.86,7.34,10.83,57.02,36.54,46.59,58.81,5.79,5.16,5.77,3.92,0,0,West,Mobile
CUST_008142,Treatment,66.83,42.56,51.35,52.74,56.92,56.35,55.7,63.46,4.05,3.76,3.88,3.6,0,0,South,Desktop
CUST_002486,Control,37.63,24.37,28.08,29.19,55.1,68.82,52.54,53.05,0.0,1.82,0.0,0.0,0,0,South,Desktop
CUST_000567,Control,60.48,72.55,59.08,66.72,49.55,36.68,50.99,46.58,2.64,1.63,0.86,3.1,0,1,East,Desktop
CUST_001064,Control,0.0,8.13,13.18,14.52,45.71,45.79,59.64,55.18,7.43,5.4,5.29,5.34,0,1,North,Mobile
CUST_002820,Control,30.93,28.65,55.95,26.74,41.24,24.81,52.9,55.58,0.55,2.41,2.38,1.87,1,0,South,Desktop
CUST_000953,Control,10.96,16.2,14.18,27.11,43.05,51.14,45.15,47.65,6.65,8.8,7.24,5.84,0,0,East,Desktop
CUST_000160,Control,15.95,18.27,22.37,39.61,50.12,58.12,47.29,49.52,3.44,3.14,4.57,4.25,0,0,North,Mobile
CUST_000924,Control,35.38,47.65,46.08,35.22,61.47,47.97,41.69,41.99,6.59,5.4,4.3,3.1,1,0,North,Desktop
CUST_007019,Treatment,13.04,21.81,15.13,27.84,60.0,53.32,43.63,42.68,3.3,2.91,4.31,1.48,0,1,North,Mobile
CUST_009817,Treatment,54.99,48.5,50.62,48.27,47.79,57.56,40.99,43.42,4.52,4.49,3.67,2.18,0,0,North,Desktop
CUST_009868,Treatment,23.94,38.14,30.74,32.14,34.85,67.8,48.26,43.39,2.33,1.97,1.83,0.36,1,0,West,Mobile
CUST_007900,Treatment,65.4,60.02,61.78,77.92,67.25,51.94,39.29,41.22,2.06,3.89,3.27,3.63,0,1,East,Desktop
CUST_001840,Control,0.0,0.0,15.28,1.57,55.51,38.97,40.4,39.89,6.3,5.29,2.37,2.52,1,1,North,Mobile
CUST_002057,Control,122.42,129.25,147.25,130.91,67.15,48.74,64.9,59.02,7.67,4.86,8.39,7.31,1,0,West,Mobile
CUST_008682,Treatment,114.51,105.6,114.65,117.26,37.66,52.04,46.45,42.21,0.0,0.47,2.39,3.6,0,0,North,Desktop
CUST_003714,Control,42.61,58.45,37.31,41.1,55.14,53.04,43.31,46.21,0.72,2.12,2.39,0.0,0,0,South,Desktop
CUST_004926,Control,26.74,25.06,14.61,20.38,73.25,64.4,56.31,61.65,6.1,3.53,8.31,6.38,0,0,North,Desktop
CUST_000386,Control,15.17,1.86,27.86,28.93,53.35,64.16,64.83,64.58,5.2,6.16,7.68,2.94,0,0,West,Desktop
CUST_002284,Control,0.0,13.85,13.03,13.6,48.92,40.62,54.71,62.0,0.23,0.0,0.0,3.1,0,0,North,Tablet
CUST_001825,Control,238.61,259.86,253.5,276.63,46.37,48.31,53.81,54.22,5.08,6.22,4.05,6.16,0,0,East,Mobile
CUST_005485,Treatment,282.5,289.46,311.93,320.32,47.07,46.04,37.18,36.58,0.78,0.0,1.62,0.0,0,0,South,Desktop
CUST_004420,Control,8.81,0.0,16.46,9.92,40.04,46.15,63.64,67.8,3.82,3.64,5.12,2.18,0,0,North,Desktop
CUST_001589,Control,6.59,5.68,4.92,13.32,57.84,38.2,73.62,74.88,7.71,7.65,5.79,5.16,0,0,North,Desktop
CUST_002872,Control,107.57,109.42,122.78,123.49,46.55,38.48,39.85,43.81,4.21,8.93,4.86,6.88,0,1,West,Desktop
CUST_003349,Control,26.73,28.88,27.43,26.69,60.01,54.93,45.5,46.45,5.95,7.76,5.12,4.66,0,0,West,Desktop
CUST_005401,Treatment,7.93,18.24,15.04,20.69,49.08,35.73,62.42,67.76,5.46,4.07,3.09,5.94,0,1,East,Desktop
CUST_004090,Control,12.07,23.96,20.8,13.97,65.12,46.33,48.81,50.2,4.65,8.39,4.12,6.7,0,0,West,Desktop
CUST_005889,Treatment,33.52,28.32,30.99,40.63,47.97,54.43,43.85,37.48,5.27,1.75,2.47,1.53,0,0,West,Mobile
CUST_009792,Treatment,78.23,69.51,93.65,112.5,59.45,55.15,53.19,56.28,7.35,7.93,11.34,7.6,0,0,South,Tablet
CUST_009972,Treatment,20.33,15.6,19.55,22.87,46.53,60.6,64.82,61.23,3.62,6.35,5.24,2.85,1,1,East,Desktop
CUST_003161,Control,16.02,24.05,20.74,37.66,48.62,68.01,46.53,47.72,2.89,4.79,0.14,0.75,0,0,East,Desktop
CUST_000964,Control,15.15,0.0,20.47,13.71,41.67,56.17,42.31,37.86,2.52,2.28,2.62,4.28,0,0,East,Desktop
CUST_000353,Control,54.1,30.72,58.74,57.55,45.99,54.83,43.5,44.17,4.01,4.47,5.04,2.87,1,0,South,Tablet
CUST_008983,Treatment,25.15,32.19,25.48,57.96,53.12,57.58,39.4,42.41,3.23,0.01,5.14,1.93,0,0,North,Desktop
CUST_006587,Treatment,122.62,131.87,136.52,146.84,57.86,54.09,53.01,60.09,6.02,5.02,5.92,6.35,0,0,South,Mobile
CUST_008194,Treatment,27.09,28.42,29.71,40.84,60.61,53.06,54.03,56.37,2.95,4.72,1.77,2.77,0,0,South,Desktop
CUST_009006,Treatment,12.15,48.41,37.13,37.75,48.38,55.33,56.59,51.43,3.91,2.14,2.36,2.17,1,0,East,Mobile
CUST_000069,Control,28.63,22.84,24.03,5.94,32.14,52.43,52.56,55.98,0.0,0.0,0.0,0.0,0,0,West,Desktop
CUST_008596,Treatment,150.69,131.86,169.68,160.57,71.38,36.53,64.39,70.81,7.21,4.19,7.39,2.19,0,0,East,Desktop
CUST_008117,Treatment,19.52,24.76,27.02,59.0,55.27,45.25,44.04,45.74,6.18,5.17,4.91,6.17,1,1,East,Mobile
CUST_007195,Treatment,6.76,23.01,23.11,22.87,77.1,67.68,44.56,39.03,4.62,4.06,2.8,3.2,0,0,West,Mobile
CUST_001162,Control,5.86,13.95,9.64,0.84,31.91,42.38,60.43,50.61,5.6,4.37,2.18,4.46,0,1,North,Tablet
CUST_000219,Control,21.38,17.03,14.01,0.0,63.14,47.48,38.35,44.58,3.57,0.03,2.15,1.38,1,0,West,Desktop
CUST_004274,Control,46.92,37.54,37.9,40.71,39.23,50.76,40.67,50.92,3.53,3.38,2.21,3.53,0,0,North,Mobile
CUST_001201,Control,103.48,126.72,126.59,130.32,49.72,58.79,54.63,54.26,1.32,1.86,5.38,2.16,0,0,East,Desktop
CUST_006073,Treatment,3.81,7.64,20.94,19.73,46.92,44.52,60.15,62.36,3.7,3.44,3.22,3.44,0,0,North,Mobile
CUST_002916,Control,24.24,45.71,40.97,29.92,31.28,52.02,46.22,46.59,3.79,3.25,4.44,0.41,0,0,West,Mobile
CUST_001757,Control,47.22,40.02,72.04,33.8,41.19,43.0,59.43,59.05,8.33,7.71,5.28,4.28,1,0,South,Desktop
CUST_003487,Control,49.58,62.67,53.68,61.05,56.92,60.11,66.67,58.53,0.0,3.14,0.53,2.1,0,0,West,Mobile
CUST_006703,Treatment,19.3,18.9,10.54,25.56,38.83,47.69,52.25,54.5,3.93,4.17,1.11,0.99,1,0,North,Mobile
CUST_002720,Control,49.66,46.7,53.64,46.77,55.77,46.94,44.02,36.77,4.04,3.67,1.17,0.0,0,0,South,Mobile
CUST_002242,Control,55.7,79.01,53.09,58.47,50.05,41.92,49.7,51.47,3.35,4.43,1.37,0.09,0,1,North,Desktop
CUST_006025,Treatment,60.28,46.46,51.72,54.41,56.58,53.39,68.7,64.89,4.22,3.83,1.61,3.61,0,1,North,Desktop
CUST_005594,Treatment,29.62,24.45,33.02,29.94,55.1,68.02,62.07,64.74,7.43,8.77,3.02,4.96,0,0,West,Desktop
CUST_003750,Control,8.58,18.21,11.33,20.98,58.9,43.93,50.01,50.43,2.18,2.43,3.77,3.19,1,0,South,Desktop
CUST_009199,Treatment,40.66,47.53,41.4,42.97,35.78,49.99,43.49,43.71,5.45,5.79,4.13,3.07,0,0,West,Mobile
CUST_000539,Control,15.2,29.82,18.62,43.82,40.08,45.73,48.35,46.42,3.35,1.1,2.41,0.0,0,0,North,Desktop
CUST_001331,Control,65.71,67.67,67.8,83.82,43.93,14.44,54.62,59.58,3.29,1.92,1.23,1.59,0,0,East,Desktop
CUST_002304,Control,3.9,0.0,0.05,6.42,52.24,44.37,50.08,56.4,3.24,1.38,1.03,1.81,0,0,South,Mobile
CUST_001613,Control,93.6,89.74,91.68,97.68,65.91,54.07,36.74,33.98,6.99,8.32,4.73,3.73,0,0,East,Desktop
